task,scenario,accuracy,epoch_samples_per_second_min,samples_per_second,epoch_samples_per_second_max,cpu_type,accelerator_type,submitter,input_resolution,benchmark_model
Image Classification,Offline,65.41,3415.455784,4023.849592,4342.704249,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (208),inputResolution:208,mobilenetv2_w1_0
Image Classification,Offline,76.92,1806.674863,1903.729708,1952.351993,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (192),inputResolution:192,resnet101_w1_0
Image Classification,Offline,74.79,2842.645733,2946.621244,3002.691472,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (192),inputResolution:192,resnet50_w1_0
Image Classification,Offline,64.82,4265.654849,5369.409871,5929.347951,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (192),inputResolution:192,mobilenetv2_w1_0
Image Classification,Offline,76.34,1922.552311,2015.852313,2081.235269,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (176),inputResolution:176,resnet101_w1_0
Image Classification,Offline,73.53,2985.575551,3151.05737,3251.42286,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (176),inputResolution:176,resnet50_w1_0
Image Classification,Offline,64.02,4311.414449,5415.840671,6014.982499,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (176),inputResolution:176,mobilenetv2_w1_0
Image Classification,Offline,75.09,2110.427653,2234.850838,2304.547803,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (160),inputResolution:160,resnet101_w1_0
Image Classification,Offline,72.4,3387.416841,3562.686846,3668.453435,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (160),inputResolution:160,resnet50_w1_0
Image Classification,Offline,61.85,4762.485848,6295.377207,7090.256788,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (160),inputResolution:160,mobilenetv2_w1_0
Image Classification,Offline,72.72,2388.698749,2565.517686,2668.653544,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (144),inputResolution:144,resnet101_w1_0
Image Classification,Offline,70.19,4024.791687,4311.839414,4466.02762,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (144),inputResolution:144,resnet50_w1_0
Image Classification,Offline,58.76,6014.727292,8337.098652,9508.286941,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (144),inputResolution:144,mobilenetv2_w1_0
Image Classification,Offline,69.79,2565.758507,2833.755952,2968.098822,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (128),inputResolution:128,resnet101_w1_0
Image Classification,Offline,66.87,4814.633255,5101.670244,5249.177754,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (128),inputResolution:128,resnet50_w1_0
Image Classification,Offline,54.45,6910.049805,9881.790846,11632.76191,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (128),inputResolution:128,mobilenetv2_w1_0
Image Classification,Offline,65.36,3064.325702,3328.464273,3464.525002,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (112),inputResolution:112,resnet101_w1_0
Image Classification,Offline,62.46,5009.412084,5535.11034,5879.404516,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (112),inputResolution:112,resnet50_w1_0
Image Classification,Offline,48.95,8076.442765,11911.94957,13869.94425,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (112),inputResolution:112,mobilenetv2_w1_0
Image Classification,Offline,56.85,3346.890806,3654.040811,3810.718766,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (96),inputResolution:96,resnet101_w1_0
Image Classification,Offline,54.12,5887.831107,6366.788572,6621.968415,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (96),inputResolution:96,resnet50_w1_0
Image Classification,Offline,39.67,8362.330709,13528.59107,16287.07067,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (96),inputResolution:96,mobilenetv2_w1_0
Image Classification,Offline,46.83,3655.343666,3978.536861,4147.623351,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (80),inputResolution:80,resnet101_w1_0
Image Classification,Offline,43.82,6538.037514,7076.307867,7374.6304,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (80),inputResolution:80,resnet50_w1_0
Image Classification,Offline,29.53,9695.295541,16419.96694,20022.37508,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (80),inputResolution:80,mobilenetv2_w1_0
Image Classification,Offline,31.73,3827.571975,4213.94847,4411.842992,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (64),inputResolution:64,resnet101_w1_0
Image Classification,Offline,29.2,7059.002736,7699.307816,8028.646837,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (64),inputResolution:64,resnet50_w1_0
Image Classification,Offline,16.8,10099.71742,18246.18039,22454.69971,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (64),inputResolution:64,mobilenetv2_w1_0
Image Classification,Offline,16.08,3965.018628,4351.713639,4551.778936,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (48),inputResolution:48,resnet101_w1_0
Image Classification,Offline,14.06,7481.171918,8090.485073,8423.822141,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (48),inputResolution:48,resnet50_w1_0
Image Classification,Offline,6.87,10087.75524,20339.1911,25602.30476,INTEL(R) XEON(R) GOLD 6544Y,RTX PRO 6000 Max-Q,CUDA 13.0 + cuDNN 9.1.0 + ONNX Runtime 1.19.2 + maxBatchSize (32) + RAMChunk (996) + inputResolution (48),inputResolution:48,mobilenetv2_w1_0
